end_of_quarter,end_of_quarter_release,ticker,industry,increase
2022-12-31,2023-03-07,USPH,Medical Care Facilities,0.01031140341362355
2023-03-31,2023-05-12,USPH,Medical Care Facilities,-0.25672258641569845
2023-06-30,2023-08-16,USPH,Medical Care Facilities,-0.03043472623062816
2023-09-30,2023-11-15,USPH,Medical Care Facilities,0.20721754208289217
2023-12-31,2024-03-07,USPH,Medical Care Facilities,-0.0019952407075786815
2020-03-31,2020-05-14,SITM,Semiconductors,2.7297617070709195
2020-06-30,2020-08-13,SITM,Semiconductors,1.2310428975735528
2020-09-30,2020-11-12,SITM,Semiconductors,-0.09141954177242954
2020-12-31,2021-02-23,SITM,Semiconductors,0.8323715698798839
2021-03-31,2021-05-12,SITM,Semiconductors,2.094037358064829
2021-06-30,2021-08-12,SITM,Semiconductors,-0.03115183947609893
2021-09-30,2021-11-11,SITM,Semiconductors,-0.30352914393705294
2021-12-31,2022-03-04,SITM,Semiconductors,-0.4398936485648133
2022-03-31,2022-05-12,SITM,Semiconductors,-0.37781506467339804
2022-06-30,2022-08-11,SITM,Semiconductors,-0.07408508556680203
2022-09-30,2022-11-11,SITM,Semiconductors,-0.22117804040632932
2022-12-31,2023-03-06,SITM,Semiconductors,0.004077541134928529
2023-03-31,2023-05-11,SITM,Semiconductors,0.30497821667793346
2023-06-30,2023-08-10,SITM,Semiconductors,-0.10197625177452652
2023-09-30,2023-11-09,SITM,Semiconductors,-0.18251665646245008
2023-12-31,2024-02-05,SITM,Semiconductors,-0.18965355731597797
2020-01-31,2020-03-26,DG,Discount Stores,0.4891197748797267
2020-05-01,2020-06-04,DG,Discount Stores,0.15808400445942453
2020-07-31,2020-09-03,DG,Discount Stores,-0.04909393268569042
2020-10-30,2020-12-10,DG,Discount Stores,-0.0007855339045277747
2021-01-29,2021-03-26,DG,Discount Stores,0.07634526489112389
2021-04-30,2021-06-03,DG,Discount Stores,0.051756766270206804
2021-07-30,2021-09-02,DG,Discount Stores,-0.10289014656933097
2021-10-29,2021-12-09,DG,Discount Stores,0.05315067306442841
2022-01-28,2022-03-25,DG,Discount Stores,0.09098294931783629
2022-04-29,2022-06-02,DG,Discount Stores,0.05170877115551104
2022-07-29,2022-09-01,DG,Discount Stores,-0.10903324444891398
2022-10-28,2022-12-08,DG,Discount Stores,-0.37458787617716466
2023-02-03,2023-03-31,DG,Discount Stores,-0.4972916484052043
2023-05-05,2023-09-07,DG,Discount Stores,0.2609117237374807
2023-08-04,2023-09-07,DG,Discount Stores,0.2609117237374807
2023-11-03,2023-12-14,DG,Discount Stores,0.21386038849001465
2024-02-02,2024-04-01,DG,Discount Stores,0.010740305796400148
2020-03-31,2020-05-22,CVLT,Software—Application,0.3142144667398883
2020-06-30,2020-08-05,CVLT,Software—Application,0.48100686706600815
2020-09-30,2020-11-04,CVLT,Software—Application,0.5965525373468012
2020-12-31,2021-02-04,CVLT,Software—Application,0.18525954322655483
2021-03-31,2021-05-20,CVLT,Software—Application,-0.09777528065350083
2021-06-30,2021-08-04,CVLT,Software—Application,-0.13713907305455939
2021-09-30,2021-11-03,CVLT,Software—Application,-0.06728106537758413
2021-12-31,2022-02-02,CVLT,Software—Application,-0.162242732620316
2022-03-31,2022-05-13,CVLT,Software—Application,0.1331632332985188
2022-06-30,2022-08-03,CVLT,Software—Application,0.16042221620698166
2022-09-30,2022-11-08,CVLT,Software—Application,-0.05061328909919373
2022-12-31,2023-02-07,CVLT,Software—Application,0.09676911841989809
2023-03-31,2023-05-12,CVLT,Software—Application,0.11755357619531977
2023-06-30,2023-08-08,CVLT,Software—Application,0.3567175850732915
2023-09-30,2023-11-08,CVLT,Software—Application,0.43385632445715655
2023-12-31,2024-02-07,CVLT,Software—Application,0.06637401461485158
2020-03-31,2020-05-14,FCX,Copper,1.4294329925541807
2020-06-30,2020-08-14,FCX,Copper,1.2663280916580484
2020-09-30,2020-11-13,FCX,Copper,1.1273717852326566
2020-12-31,2021-02-23,FCX,Copper,-0.1296633034434725
2021-03-31,2021-05-12,FCX,Copper,-0.039250693306336785
2021-06-30,2021-08-12,FCX,Copper,0.11907174927475737
2021-09-30,2021-11-12,FCX,Copper,-0.12758303960346398
2021-12-31,2022-02-22,FCX,Copper,-0.28116146543448467
2022-03-31,2022-05-12,FCX,Copper,0.10774609046297916
2022-06-30,2022-08-12,FCX,Copper,0.3396584277693064
2022-09-30,2022-11-11,FCX,Copper,-0.04731859079229977
2022-12-31,2023-02-22,FCX,Copper,-0.07322329041045923
2023-03-31,2023-05-11,FCX,Copper,-0.02489868522165997
2023-06-30,2023-08-10,FCX,Copper,-0.11845210786321782
2023-09-30,2023-11-10,FCX,Copper,0.46021377255207546
2023-12-31,2024-02-23,FCX,Copper,0.2623203660386189
2020-03-31,2020-05-11,TTEC,Information Technology Services,0.5662546625162098
2020-06-30,2020-08-12,TTEC,Information Technology Services,0.6245441977270089
2020-09-30,2020-11-11,TTEC,Information Technology Services,0.6752156435875193
2020-12-31,2021-03-08,TTEC,Information Technology Services,0.3121646364740333
2021-03-31,2021-05-11,TTEC,Information Technology Services,-0.1129542494571308
2021-06-30,2021-08-10,TTEC,Information Technology Services,-0.24847069490903287
2021-09-30,2021-11-16,TTEC,Information Technology Services,-0.25063352007276835
2021-12-31,2022-03-10,TTEC,Information Technology Services,-0.3229981026708256
2022-03-31,2022-05-12,TTEC,Information Technology Services,-0.26561753497063545
2022-06-30,2022-08-16,TTEC,Information Technology Services,-0.16563697228322086
2022-09-30,2022-11-16,TTEC,Information Technology Services,-0.2973488866181395
2022-12-31,2023-03-07,TTEC,Information Technology Services,-0.2735324202448839
2023-03-31,2023-05-12,TTEC,Information Technology Services,-0.49469216771060787
2023-06-30,2023-08-11,TTEC,Information Technology Services,-0.36572806383748974
2023-09-30,2023-11-15,TTEC,Information Technology Services,-0.5212824889792363
2023-12-31,2024-03-07,TTEC,Information Technology Services,-0.24498695328667175
2020-03-31,2020-05-12,COP,Oil & Gas E&P,-0.1323195123926991
2020-06-30,2020-08-11,COP,Oil & Gas E&P,0.20450780771477758
2020-09-30,2020-11-10,COP,Oil & Gas E&P,0.621852473343119
2020-12-31,2021-02-23,COP,Oil & Gas E&P,0.028545729026122277
2021-03-31,2021-05-13,COP,Oil & Gas E&P,0.35234660219824815
2021-06-30,2021-08-12,COP,Oil & Gas E&P,0.6622969033754945
2021-09-30,2021-11-11,COP,Oil & Gas E&P,0.3690912034594956
2021-12-31,2022-02-24,COP,Oil & Gas E&P,0.23617910405187537
2022-03-31,2022-05-12,COP,Oil & Gas E&P,0.34498000769220694
2022-06-30,2022-08-11,COP,Oil & Gas E&P,0.1464726669872695
2022-09-30,2022-11-10,COP,Oil & Gas E&P,-0.21574236432955918
2022-12-31,2023-02-23,COP,Oil & Gas E&P,0.10167885032413168
2023-03-31,2023-05-11,COP,Oil & Gas E&P,0.15737312360352446
2023-06-30,2023-08-10,COP,Oil & Gas E&P,-0.04031769053890543
2023-09-30,2023-11-09,COP,Oil & Gas E&P,0.1541830769939237
2023-12-31,2024-02-22,COP,Oil & Gas E&P,0.17403313640041063
2020-06-30,2020-08-21,WFRD,Oil & Gas Equipment & Services,0.994773565476058
2020-09-30,2020-11-11,WFRD,Oil & Gas Equipment & Services,1.0383275741814102
2020-12-31,2021-02-26,WFRD,Oil & Gas Equipment & Services,0.3025641042361154
2021-03-31,2021-05-13,WFRD,Oil & Gas Equipment & Services,1.684210658403648
2021-06-30,2021-08-05,WFRD,Oil & Gas Equipment & Services,1.086042091623609
2021-09-30,2021-11-09,WFRD,Oil & Gas Equipment & Services,0.02006078470522131
2021-12-31,2022-02-24,WFRD,Oil & Gas Equipment & Services,-0.0835058700662491
2022-03-31,2022-05-05,WFRD,Oil & Gas Equipment & Services,0.30375110723940874
2022-06-30,2022-08-04,WFRD,Oil & Gas Equipment & Services,1.5705127746071115
2022-09-30,2022-11-02,WFRD,Oil & Gas Equipment & Services,0.5914798394990338
2022-12-31,2023-02-15,WFRD,Oil & Gas Equipment & Services,0.30128968575201426
2023-03-31,2023-05-03,WFRD,Oil & Gas Equipment & Services,0.6789768365218335
2023-06-30,2023-08-02,WFRD,Oil & Gas Equipment & Services,0.06153482471677207
2023-09-30,2023-11-01,WFRD,Oil & Gas Equipment & Services,0.29412379728963567
2023-12-31,2024-02-14,WFRD,Oil & Gas Equipment & Services,0.2654422633860218
2020-03-31,2020-05-15,KIM,REIT—Retail,0.5668787930934325
2020-06-30,2020-08-14,KIM,REIT—Retail,0.5336356393494307
2020-09-30,2020-11-12,KIM,REIT—Retail,0.5861378593950161
2020-12-31,2021-03-02,KIM,REIT—Retail,0.23389379649935918
2021-03-31,2021-05-07,KIM,REIT—Retail,0.1519828453072508
2021-06-30,2021-08-06,KIM,REIT—Retail,0.10715749788339074
2021-09-30,2021-11-12,KIM,REIT—Retail,-0.05051255317629536
2021-12-31,2022-03-08,KIM,REIT—Retail,-0.08150339021549495
2022-03-31,2022-05-06,KIM,REIT—Retail,-0.10712795828861453
2022-06-30,2022-08-05,KIM,REIT—Retail,0.05231204330759378
2022-09-30,2022-11-04,KIM,REIT—Retail,-0.13865542963473027
2022-12-31,2023-03-03,KIM,REIT—Retail,-0.08615685865401748
2023-03-31,2023-05-05,KIM,REIT—Retail,-0.003189764361823539
2020-03-31,2020-06-05,WRLD,Credit Services,0.5073354117175255
2020-06-30,2020-08-14,WRLD,Credit Services,0.5424042240875776
2020-09-30,2020-11-13,WRLD,Credit Services,0.2728357064908266
2020-12-31,2021-02-12,WRLD,Credit Services,0.37724108818483704
2021-03-31,2021-06-09,WRLD,Credit Services,0.4416693569348811
2021-06-30,2021-08-13,WRLD,Credit Services,0.1599577681242659
2021-09-30,2021-11-12,WRLD,Credit Services,-0.35777456347285336
2021-12-31,2022-02-11,WRLD,Credit Services,-0.3295307405021482
2022-03-31,2022-06-03,WRLD,Credit Services,-0.48277098726992007
2022-06-30,2022-08-12,WRLD,Credit Services,-0.3153656032081538
2022-09-30,2022-11-11,WRLD,Credit Services,0.31027310561298127
2022-12-31,2023-02-10,WRLD,Credit Services,0.5924551701333911
2023-03-31,2023-06-08,WRLD,Credit Services,-0.051968668411098096
2023-06-30,2023-08-10,WRLD,Credit Services,-0.10937072976791967
2023-09-30,2023-11-10,WRLD,Credit Services,0.34692081496113736
2023-12-31,2024-02-14,WRLD,Credit Services,0.024428539201785
2020-01-31,2020-03-26,ADSK,Software—Application,0.4159621838505716
2020-04-30,2020-06-09,ADSK,Software—Application,0.2145206589607445
2020-07-31,2020-09-09,ADSK,Software—Application,0.08729275466439251
2020-10-31,2020-12-11,ADSK,Software—Application,-0.007794596441899955
2021-01-31,2021-03-26,ADSK,Software—Application,0.09538679874576286
2021-04-30,2021-06-10,ADSK,Software—Application,-0.03542337503519144
2021-07-31,2021-09-08,ADSK,Software—Application,-0.3124395703256494
2021-10-31,2021-12-10,ADSK,Software—Application,-0.2748698975516961
2022-01-31,2022-03-21,ADSK,Software—Application,-0.0819757192854191
2022-04-30,2022-06-09,ADSK,Software—Application,0.008048843145028432
2022-07-31,2022-09-07,ADSK,Software—Application,0.010378773773265602
2022-10-31,2022-12-13,ADSK,Software—Application,0.02502217379641625
2023-01-31,2023-03-21,ADSK,Software—Application,0.0027999123733719353
2023-04-30,2023-06-08,ADSK,Software—Application,0.11830531695910391
2023-07-31,2023-09-05,ADSK,Software—Application,0.18791581259237333
2023-10-31,2023-12-11,ADSK,Software—Application,0.0827988921399519
2020-03-31,2020-05-15,TRST,Banks—Regional,0.15412168560501902
2020-06-30,2020-08-13,TRST,Banks—Regional,0.1289593977154321
2020-09-30,2020-11-13,TRST,Banks—Regional,0.2245849954756352
2020-12-31,2021-03-05,TRST,Banks—Regional,-0.1301444729688281
2021-03-31,2021-05-14,TRST,Banks—Regional,-0.11446139387802869
2021-06-30,2021-08-12,TRST,Banks—Regional,-0.003216392043790939
2021-09-30,2021-11-12,TRST,Banks—Regional,-0.0921091045935378
2021-12-31,2022-03-04,TRST,Banks—Regional,-0.012556112826996242
2022-03-31,2022-05-13,TRST,Banks—Regional,0.2213489888304568
2022-06-30,2022-08-15,TRST,Banks—Regional,0.023007848172477408
2022-09-30,2022-11-14,TRST,Banks—Regional,-0.26248330369685413
2022-12-31,2023-03-08,TRST,Banks—Regional,-0.2273481015506112
2023-03-31,2023-05-16,TRST,Banks—Regional,0.03536271609779977
2023-06-30,2023-08-15,TRST,Banks—Regional,-0.05126452454772664
2023-09-30,2023-11-15,TRST,Banks—Regional,-0.04436620583824649
2023-12-31,2024-03-18,TRST,Banks—Regional,0.025311677131624282
2020-03-28,2020-05-14,COHU,Semiconductor Equipment & Materials,0.9018450254624001
2020-06-27,2020-08-11,COHU,Semiconductor Equipment & Materials,1.59055996387134
2020-09-26,2020-11-11,COHU,Semiconductor Equipment & Materials,0.48799356236836033
2020-12-26,2021-03-05,COHU,Semiconductor Equipment & Materials,-0.11473371267639652
2021-03-27,2021-05-11,COHU,Semiconductor Equipment & Materials,-0.03813668608272459
2021-06-26,2021-08-09,COHU,Semiconductor Equipment & Materials,-0.04814711128797513
2021-09-25,2021-11-05,COHU,Semiconductor Equipment & Materials,-0.18007239537293046
2021-12-25,2022-02-25,COHU,Semiconductor Equipment & Materials,-0.0932363752369718
2022-03-26,2022-05-06,COHU,Semiconductor Equipment & Materials,0.18509360190635155
2022-06-25,2022-08-05,COHU,Semiconductor Equipment & Materials,0.229002613092697
2022-09-24,2022-11-04,COHU,Semiconductor Equipment & Materials,0.0140089785809576
2022-12-31,2023-02-24,COHU,Semiconductor Equipment & Materials,0.0024965368791289074
2023-04-01,2023-05-12,COHU,Semiconductor Equipment & Materials,-0.09591416168016476
2023-07-01,2023-08-11,COHU,Semiconductor Equipment & Materials,-0.07807887876765321
2023-09-30,2023-11-10,COHU,Semiconductor Equipment & Materials,0.013461540577679645
2023-12-30,2024-02-23,COHU,Semiconductor Equipment & Materials,-0.00815553100306139
2020-01-04,2020-02-14,PLXS,Electronic Components,0.06892320572032806
2020-04-04,2020-05-15,PLXS,Electronic Components,0.300519929346783
2020-07-04,2020-08-14,PLXS,Electronic Components,0.04435432565669254
2020-10-03,2020-11-27,PLXS,Electronic Components,0.2776041516620258
2021-01-02,2021-02-12,PLXS,Electronic Components,0.06576869224721718
2021-04-03,2021-05-14,PLXS,Electronic Components,-0.05408430986034354
2021-07-03,2021-08-13,PLXS,Electronic Components,-0.09589043004790058
2021-10-02,2021-11-26,PLXS,Electronic Components,-0.0505014498430475
2022-01-01,2022-02-11,PLXS,Electronic Components,0.19835867827285145
2022-04-02,2022-05-13,PLXS,Electronic Components,0.2874528815008395
2022-07-02,2022-08-12,PLXS,Electronic Components,0.046878310107680225
2022-10-01,2022-11-25,PLXS,Electronic Components,-0.19688159846902498
2022-12-31,2023-02-10,PLXS,Electronic Components,-0.016779578055075853
2023-04-01,2023-05-03,PLXS,Electronic Components,0.11953156619413301
2023-07-01,2023-08-11,PLXS,Electronic Components,0.012035730391849925
2023-09-30,2023-11-24,PLXS,Electronic Components,-0.08674884866625178
2023-12-30,2024-02-09,PLXS,Electronic Components,-0.019991844979840457
2020-03-31,2020-05-13,AHH,REIT—Diversified,0.45353228071557194
2020-06-30,2020-08-14,AHH,REIT—Diversified,0.16449915252208352
2020-09-30,2020-11-13,AHH,REIT—Diversified,0.25329332031111373
2020-12-31,2021-03-03,AHH,REIT—Diversified,0.0651389098067986
2021-03-31,2021-05-14,AHH,REIT—Diversified,0.16499513081122089
2021-06-30,2021-08-13,AHH,REIT—Diversified,0.043023358280225195
2021-09-30,2021-11-12,AHH,REIT—Diversified,-0.15596270460022613
2021-12-31,2022-03-03,AHH,REIT—Diversified,-0.1431451678803262
2022-03-31,2022-05-13,AHH,REIT—Diversified,-0.08619375621916062
2022-06-30,2022-08-12,AHH,REIT—Diversified,-0.1252624189385171
2022-09-30,2022-11-16,AHH,REIT—Diversified,-0.04366074817392585
2022-12-31,2023-03-02,AHH,REIT—Diversified,-0.11171454582649121
2023-03-31,2023-05-17,AHH,REIT—Diversified,-0.051693396604494526
2023-06-30,2023-08-15,AHH,REIT—Diversified,-0.0026155785481319083
2023-09-30,2023-11-14,AHH,REIT—Diversified,-0.041551229218397406
2023-12-31,2024-03-07,AHH,REIT—Diversified,-0.022598848748059987
2020-03-31,2020-05-18,ETR,Utilities—Regulated Electric,0.1464607241323154
2020-06-30,2020-08-12,ETR,Utilities—Regulated Electric,-0.051401461853590506
2020-09-30,2020-11-11,ETR,Utilities—Regulated Electric,0.012185545288653121
2020-12-31,2021-05-13,ETR,Utilities—Regulated Electric,-0.02404539891302523
2021-03-31,2021-05-13,ETR,Utilities—Regulated Electric,-0.02404539891302523
2021-06-30,2021-08-13,ETR,Utilities—Regulated Electric,-0.01853165530787132
2021-09-30,2021-11-12,ETR,Utilities—Regulated Electric,0.16925576000583195
2021-12-31,2022-03-04,ETR,Utilities—Regulated Electric,0.035459759735244234
2022-03-31,2022-05-12,ETR,Utilities—Regulated Electric,-0.047688740663235224
2022-06-30,2022-08-11,ETR,Utilities—Regulated Electric,-0.10936182856767013
2022-09-30,2022-11-10,ETR,Utilities—Regulated Electric,-0.03665345516270694
2022-12-31,2023-03-03,ETR,Utilities—Regulated Electric,-0.10212242684019116
2023-03-31,2023-05-11,ETR,Utilities—Regulated Electric,-0.09124256580756615
2023-06-30,2023-08-10,ETR,Utilities—Regulated Electric,0.018614738123581588
2023-09-30,2023-11-09,ETR,Utilities—Regulated Electric,0.077352036787501
2023-12-31,2024-03-01,ETR,Utilities—Regulated Electric,0.038319880833521405
2020-03-31,2020-05-08,MANH,Software—Application,0.22821421178273923
2020-06-30,2020-08-03,MANH,Software—Application,0.19944454995048191
2020-09-30,2020-11-09,MANH,Software—Application,0.3907673223915585
2020-12-31,2021-02-12,MANH,Software—Application,0.12891429481160727
2021-03-31,2021-05-06,MANH,Software—Application,0.36364323223384487
2021-06-30,2021-08-05,MANH,Software—Application,-0.2120379919477736
2021-09-30,2021-11-04,MANH,Software—Application,-0.30359373460856853
2021-12-31,2022-02-14,MANH,Software—Application,0.15617058839788592
2022-03-31,2022-05-05,MANH,Software—Application,-0.13222225128658235
2022-06-30,2022-08-04,MANH,Software—Application,0.042954596179077674
2022-09-30,2022-11-04,MANH,Software—Application,0.5322846067086761
2022-12-31,2023-02-13,MANH,Software—Application,0.3133703185629334
2023-03-31,2023-05-05,MANH,Software—Application,0.23644330377898928
2023-06-30,2023-08-04,MANH,Software—Application,0.34111221486347987
2023-09-30,2023-11-02,MANH,Software—Application,0.20478868791199928
2023-12-31,2024-02-13,MANH,Software—Application,-0.015137339656981181
2020-01-31,2020-03-18,CIEN,Communication Equipment,0.14250002966986763
2020-05-02,2020-06-17,CIEN,Communication Equipment,-0.09660575174117599
2020-08-01,2020-09-16,CIEN,Communication Equipment,0.3606082190842406
2020-10-31,2020-12-25,CIEN,Communication Equipment,0.07817468131190768
2021-01-30,2021-03-17,CIEN,Communication Equipment,-0.05516513511347183
2021-05-01,2021-06-16,CIEN,Communication Equipment,0.29475145663224955
2021-07-31,2021-09-15,CIEN,Communication Equipment,0.00599474875273766
2021-10-30,2021-12-24,CIEN,Communication Equipment,-0.4026411099722333
2022-01-29,2022-03-16,CIEN,Communication Equipment,-0.27115717356107844
2022-04-30,2022-06-15,CIEN,Communication Equipment,0.14115528303826522
2022-07-30,2022-09-14,CIEN,Communication Equipment,0.16319366354744524
2022-10-29,2022-12-23,CIEN,Communication Equipment,-0.15832153017222048
2023-01-28,2023-03-15,CIEN,Communication Equipment,-0.014061811277771886
2023-04-29,2023-06-14,CIEN,Communication Equipment,-0.001126870368811681
2023-07-29,2023-09-13,CIEN,Communication Equipment,0.059004912991334424
2023-10-28,2023-12-22,CIEN,Communication Equipment,0.07788097314943561
2024-01-27,2024-03-14,CIEN,Communication Equipment,-0.05216004291781283
2020-03-31,2020-05-21,ALK,Airlines,0.4987437497491513
2020-06-30,2020-08-11,ALK,Airlines,0.4715238913279051
2020-09-30,2020-11-12,ALK,Airlines,0.5453902652991084
2020-12-31,2021-03-05,ALK,Airlines,-0.11989518958969166
2021-03-31,2021-05-13,ALK,Airlines,-0.17138179732893957
2021-06-30,2021-08-10,ALK,Airlines,0.0020523162199332446
2021-09-30,2021-11-11,ALK,Airlines,-0.16440767341679827
2021-12-31,2022-02-18,ALK,Airlines,-0.20666782338269882
2022-03-31,2022-05-12,ALK,Airlines,0.05917954166169271
2022-06-30,2022-08-09,ALK,Airlines,0.12595675035838386
2022-09-30,2022-11-10,ALK,Airlines,-0.06476346803939427
2022-12-31,2023-02-20,ALK,Airlines,-0.10485555566200727
2023-03-31,2023-05-12,ALK,Airlines,-0.1980337700709148
2023-06-30,2023-08-09,ALK,Airlines,-0.216691743328904
