end_of_quarter,ticker,industry,sector,fte,auditrisk,compensationrisk,boardrisk,shareholderrightsrisk,maxage,dividends,weekly_price_0,weekly_price_1,weekly_price_2,weekly_price_3,weekly_price_4,weekly_price_5,weekly_price_6,weekly_price_7,weekly_price_8,weekly_price_9,increase
2023-12-31,SSP,Broadcasting,,5200.0,5.0,7.0,7.0,10.0,86400,,5.060000038146972,5.264000034332275,6.118000030517578,5.727999973297119,5.875999832153321,6.889999961853027,7.289999961853027,7.585000038146973,7.311999988555908,7.544000053405762,-0.5101523046907099
2022-03-31,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,0.24,102.88499298095704,96.84537200927734,91.55671310424805,91.6295150756836,93.23915252685546,90.37491760253906,90.32305908203125,88.45013809204102,89.72503356933593,87.84399871826172,-0.37913622927920254
2022-06-30,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,,93.97333526611328,87.28800048828126,83.84500122070312,80.07000122070312,76.85000152587891,69.83199920654297,63.124000549316406,60.00000152587891,57.773999786376955,60.05749988555908,-0.12667949681142304
2022-09-30,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,,57.07000160217285,60.322500228881836,57.98000030517578,61.05800018310547,57.21800079345703,59.54199981689453,61.35599975585937,62.19000015258789,58.13199996948242,56.0379997253418,0.05222250034291978
2022-12-31,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,,50.16999816894531,51.99599990844727,50.26999969482422,50.385999298095705,49.72799987792969,47.8359992980957,49.71399993896485,53.3120002746582,52.0600004196167,52.927999877929686,0.3393521093315503
2023-03-31,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,,54.86000061035156,59.17199935913086,61.19999980926514,64.18599929809571,75.96199951171874,76.17999877929688,77.5520004272461,75.19750022888184,74.68400115966797,73.69400177001953,-0.3330578624432748
2023-06-30,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,,72.27499771118164,72.46750068664551,72.46599884033203,70.41399993896485,67.36800079345703,57.45600051879883,53.18800048828125,52.20999984741211,51.38799896240234,49.2475004196167,-0.21820421884998198
2023-09-30,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,,48.66999816894531,49.23750019073486,53.944000244140625,55.22199935913086,51.41600036621094,45.49400024414062,43.62799987792969,42.3120002746582,42.172000122070315,42.17999954223633,0.26057440577124863
2023-12-31,SSTK,Internet Content & Information,,1274.0,5.0,10.0,5.0,7.0,86400,,37.56399993896484,38.23999938964844,37.74999923706055,34.85,38.79000015258789,41.10800018310547,43.944000244140625,45.30250072479248,44.68199996948242,45.534000396728516,0.013445445900458517
2022-04-01,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,86.50800018310547,77.76599884033203,72.2549991607666,68.86999969482422,73.38800048828125,76.48800048828124,71.46599884033203,70.04749965667725,79.9740005493164,69.53199920654296,-0.11866305483864087
2022-07-01,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,80.4800033569336,72.91599884033204,64.16250038146973,64.11800155639648,59.459999084472656,61.57600021362305,54.104000854492185,57.93000030517578,61.62800064086914,66.20499992370605,-0.022717818730918587
2022-09-30,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,71.56000137329102,77.71750068664551,74.35,75.51200103759766,78.73999786376953,83.8719985961914,94.33200073242188,100.81999969482422,99.86799926757813,93.52799987792969,-0.32090718958206493
2022-12-30,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,70.55000305175781,72.85,69.99399871826172,71.24399871826172,70.73000030517578,67.18600082397461,61.29200057983398,63.07600021362305,60.222500801086426,58.758000183105466,0.27111659660480947
2023-03-31,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,56.132500648498535,68.76200103759766,71.19999885559082,70.54399871826172,73.85,71.93600006103516,70.21800079345704,61.52500057220459,57.349999237060544,58.59600067138672,-0.1893667000137019
2023-06-30,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,63.18000030517578,62.46500015258789,65.22000122070312,69.15799865722656,69.16600036621094,68.70199890136719,65.70399932861328,62.8140007019043,60.56399993896484,57.875,-0.23568574208814946
2023-09-29,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,52.204999923706055,51.045000076293945,54.837999725341795,54.854000091552734,56.09199981689453,51.099999237060544,45.32199935913086,42.22200088500976,42.46999893188477,43.636000061035155,-0.20109511621914705
2023-12-29,STAA,Medical Instruments & Supplies,,1056.0,2.0,4.0,5.0,7.0,86400,,40.18000030517578,38.82399978637695,40.77799987792969,42.7120002746582,39.99599990844727,39.98399963378906,33.89000015258789,35.23000030517578,33.982500076293945,31.94600028991699,0.2489586890641512
2022-03-31,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,33.0759994506836,33.619999694824216,32.535000801086426,31.828000259399413,31.027999877929688,31.3560001373291,31.23399963378906,30.80500030517578,30.705999755859374,30.17600021362305,-0.06659903037307623
2022-06-30,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,29.72666613260905,28.672000122070312,27.962499618530273,28.94200019836426,28.73400001525879,28.68000030517578,27.738000106811523,27.705999755859374,28.754000091552733,29.1225004196167,0.07728760146913823
2022-09-30,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,27.725000381469727,27.917499542236328,27.626000213623048,28.91400032043457,30.437999725341797,30.476000213623045,31.12599983215332,32.268000793457034,30.9439998626709,29.795999908447264,0.1777550694900286
2022-12-31,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,29.309999465942383,30.229999923706053,30.908000183105468,32.9760009765625,36.43199996948242,37.295999908447264,37.12800064086914,37.56800003051758,37.385000228881836,36.94599990844726,-0.07904786139297548
2023-03-31,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,34.1899995803833,33.50999908447265,32.86500072479248,33.24599990844727,36.39000015258789,37.50199966430664,37.84800033569336,37.607500076293945,37.2,35.36600036621094,-0.11637519105325547
2023-06-30,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,31.395000457763672,30.769999980926514,29.88599967956543,28.947999954223633,27.150000381469727,26.545999908447264,26.006000137329103,27.051999664306642,27.54000015258789,27.78249979019165,-0.004045627370024435
2023-09-30,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,27.190000534057617,27.12000036239624,27.97599983215332,30.05399971008301,31.434000396728514,31.613999938964845,31.293999862670898,29.584000396728516,28.50800018310547,28.63400001525879,0.23961421750170714
2023-12-31,STBA,Banks—Regional,,1244.0,7.0,1.0,2.0,6.0,86400,,27.133999633789063,27.529999923706054,26.904000091552735,25.386000061035155,26.690000152587892,27.386000061035155,28.51600036621094,28.327499866485596,28.37400016784668,29.881999969482422,-0.07499997756060432
2022-03-31,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,78.35199890136718,78.34199981689453,71.58749961853027,68.5520004272461,72.77400054931641,72.11200103759765,66.84600219726562,65.84000015258789,66.22200012207031,64.70800018310547,-0.18792277305641775
2022-06-30,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,61.390000661214195,57.80400009155274,53.635000228881836,52.92599945068359,51.109999084472655,54.985999298095706,55.801998901367185,56.71399993896485,55.896000671386716,55.614999771118164,-0.12100503432690798
2022-09-30,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,50.54999923706055,50.72000026702881,49.91399993896484,50.79800109863281,52.88600082397461,52.9640007019043,53.93600006103516,54.98000030517578,53.60599975585937,51.32399978637695,-0.009853352685375584
2022-12-31,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,43.63999938964844,45.19599990844726,43.19199981689453,42.08600082397461,41.5759994506836,37.76800003051758,37.96199951171875,40.13999938964844,41.94250011444092,43.353999328613284,-0.0953472323073637
2023-03-31,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,44.6225004196167,46.008000183105466,46.045000076293945,47.58399963378906,49.3,48.55199966430664,46.10800018310547,43.385000228881836,42.09400100708008,40.17999954223633,0.015117735648560011
2023-06-30,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,39.90999984741211,39.25749969482422,40.619999694824216,41.35199966430664,40.784000396728516,41.533999633789065,42.45999984741211,43.572000122070314,44.162000274658205,45.1274995803833,0.06465726511608585
2023-09-30,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,41.13999938964844,40.839999198913574,42.03000030517578,44.6020004272461,46.757999420166016,47.19800033569336,47.72999954223633,45.84000015258789,44.773999786376955,46.47399978637695,0.39615012936247057
2023-12-31,STC,Insurance—Property & Casualty,,6800.0,1.0,2.0,2.0,2.0,86400,,42.14800033569336,41.95999984741211,41.30999984741211,40.68600006103516,44.747999572753905,44.93600006103516,45.273999786376955,45.55749988555908,47.263999938964844,52.955999755859374,0.0863644592516867
2022-03-31,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,29.975999450683595,31.01399955749512,30.917499542236328,30.543999481201173,28.9620002746582,29.75199966430664,29.847999572753906,29.99250030517578,30.245999908447267,30.673999786376953,-0.14354841170772428
2022-06-30,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,30.950000127156574,29.66400032043457,28.71500015258789,29.229999923706053,28.16400032043457,29.02400016784668,28.161999893188476,27.337999725341795,27.789999771118165,28.47499990463257,0.11583301639832039
2022-09-30,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,27.005000114440918,27.452499866485596,27.412000274658205,28.795999908447264,29.844000244140624,30.811999893188478,31.82599983215332,32.65399932861328,31.138000106811525,29.813999557495116,0.018119681594718214
2022-12-31,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,29.25,28.820000076293944,27.89600028991699,28.379999923706055,29.845999908447265,34.12799987792969,34.59599990844727,33.470000457763675,33.61750030517578,33.57800064086914,-0.15793081623869157
2023-03-31,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,28.802500247955322,29.560000228881837,29.364999771118164,28.19600028991699,28.158000183105468,29.018000030517577,29.5560001373291,29.457499980926514,29.077999877929688,27.668000411987304,-0.05323044863070817
2023-06-30,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,24.59500026702881,23.454999923706055,23.25999984741211,22.956000518798827,22.043999481201173,21.884000396728517,21.688000106811522,22.68400001525879,23.762000274658202,23.987500190734863,-0.06858889194790546
2023-09-30,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,22.889999389648438,22.799999713897705,22.980000305175782,24.338000106811524,25.861999893188475,24.6060001373291,24.41799964904785,22.729999923706053,21.94200019836426,21.526000213623046,0.3150684956190896
2023-12-31,STEL,Banks—Regional,,980.0,8.0,5.0,9.0,9.0,86400,,21.74800033569336,22.281999588012695,21.949999618530274,21.690000152587892,22.345999908447265,22.41799964904785,23.549999618530272,23.664999961853027,23.980000305175782,25.74199981689453,-0.12978488612231787
2022-03-31,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,58.74800033569336,58.74000015258789,55.7475004196167,57.52600021362305,59.27799911499024,56.71799926757812,53.162001037597655,53.0649995803833,59.09000015258789,57.758000183105466,0.02485690861931975
2022-06-30,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,67.17333221435547,69.03399963378907,70.73250007629395,71.46599884033203,68.47799987792969,65.03199996948243,62.51199951171875,64.06399917602539,65.08999938964844,65.53750038146973,-0.10909606918643502
2022-09-30,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,70.14500045776367,67.625,66.9760009765625,69.6479995727539,71.33800048828125,71.15599975585937,69.41600036621094,70.78799896240234,68.49400024414062,64.4479995727539,0.3175379231908436
2022-12-31,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,61.40999984741211,62.210000610351564,62.70799942016602,64.40599899291992,66.87799987792968,70.747998046875,78.58799896240234,79.13999938964844,80.95000076293945,80.74600067138672,0.11217547185124468
2023-03-31,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,81.3224983215332,87.15199737548828,87.59749984741211,91.95200042724609,94.83400115966796,93.15800018310547,93.60800018310547,90.15250205993652,84.63599853515625,85.00800018310547,-0.24668822453979455
2023-06-30,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,89.03499984741211,89.91500091552734,93.64399871826171,92.36999969482422,90.99800109863281,83.81999969482422,80.76000061035157,79.02200012207031,79.01200103759766,78.40500068664551,0.10922765421746744
2023-09-30,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,67.83999633789062,65.95249938964844,66.86999969482422,68.49799957275391,71.34000091552734,75.08999938964844,75.06399993896484,73.47000122070312,77.65599975585937,78.13800048828125,0.22376786749436361
2023-12-31,STRA,Education & Training Services,,3774.0,7.0,1.0,5.0,4.0,86400,,76.93199920654297,80.99399871826172,81.23999938964843,79.32600250244141,83.96399993896485,87.85,89.53600006103515,89.56999969482422,89.59199981689453,90.23999938964843,0.11950986207434643
2022-03-31,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,29.379999923706055,29.850000381469727,29.31749963760376,29.584000015258788,30.996000289916992,30.922000122070312,31.116000366210937,31.74749994277954,30.51400032043457,30.61599998474121,-0.11819306098062743
2022-06-30,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,32.300000508626304,33.17600021362305,31.912500858306885,29.44199981689453,28.42600021362305,28.50799980163574,26.15400047302246,27.456000137329102,27.45,28.0600004196167,0.15076067397997245
2022-09-30,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,29.135000228881836,30.139999866485596,29.230000305175782,29.786000061035157,31.22599983215332,32.09000015258789,31.586000442504883,34.16999969482422,34.90400085449219,34.18199996948242,0.05997053723787056
2022-12-31,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,33.849998474121094,33.773999786376955,31.747999572753905,33.508000183105466,34.3120002746582,34.24600067138672,34.28000030517578,34.16600036621094,34.90250015258789,36.56999969482422,-0.03202563981440231
2023-03-31,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,38.60750102996826,38.92399978637695,40.252501487731934,41.07400054931641,41.45800018310547,38.96999969482422,38.90600051879883,38.49749946594238,38.8879997253418,37.17600021362305,-0.1744410647164505
2023-06-30,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,36.25,36.27499961853027,36.70200042724609,37.2879997253418,37.13199996948242,36.92600021362305,35.944001007080075,35.07000045776367,33.89000015258789,33.22249889373779,-0.08283432519482589
2023-09-30,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,30.059999465942383,29.65000009536743,30.272000122070313,30.186000061035156,30.213999938964843,31.58800048828125,31.87400016784668,31.070000076293944,31.691999435424805,31.850000381469727,0.06710913121327414
2023-12-31,SUPN,Drug Manufacturers—Specialty & Generic,,652.0,9.0,5.0,4.0,7.0,86400,,27.184000396728514,26.489999771118164,25.018000030517577,23.457999801635744,23.986000061035156,24.84000015258789,27.854000091552734,27.44499969482422,27.165999984741212,27.370000457763673,0.2683014334485263
2022-03-31,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,9.50399990081787,9.44000015258789,8.977500200271606,8.207999992370606,8.51200008392334,8.780000114440918,8.917999839782714,8.832499980926514,8.222000026702881,7.89399995803833,-0.4122310190188365
2022-06-30,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,8.926666577657064,8.376000022888183,8.327499985694885,8.793999862670898,8.303999900817871,7.499999904632569,6.138000011444092,6.301999950408936,6.0419999122619625,6.5299999713897705,-0.00956026588002212
2022-09-30,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,5.315000057220459,5.570000052452087,6.030000019073486,6.446000003814698,6.39399995803833,6.7399999618530275,7.816000080108642,7.990000057220459,7.372000122070313,6.886000061035157,0.4104046418029626
2022-12-31,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,5.190000057220459,5.65600004196167,6.1800000190734865,7.689999961853028,7.784000015258789,7.795999813079834,7.575999927520752,7.666000080108643,7.634999990463257,7.722000026702881,0.34825177828579645
2023-03-31,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,7.302500009536743,7.931999969482422,8.15999984741211,8.438000106811524,8.785999870300293,8.518000221252441,9.360000038146973,10.56499981880188,11.005999946594239,10.938000297546386,-0.12751008563248475
2023-06-30,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,9.800000190734863,9.742499828338623,9.597999763488769,9.440000343322755,8.768000221252441,8.807999992370606,8.358000183105469,8.12599983215332,8.089999771118164,8.429999828338623,-0.11507474930381223
2023-09-30,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,8.6899995803833,8.819999933242798,8.997999954223634,8.923999786376953,8.402000045776367,8.361999893188477,8.586000061035156,8.315999794006348,8.232000160217286,8.36999969482422,0.13413010941607714
2023-12-31,SVC,REIT—Hotel & Motel,,,7.0,5.0,9.0,5.0,86400,,7.334000110626221,7.407999897003174,7.42800006866455,7.192000007629394,7.398000049591064,7.261999988555909,7.215999984741211,7.1549999713897705,7.205999946594238,7.653999996185303,-0.2002341973987472
2022-03-31,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,0.06,6.905483245849609,7.270600414276123,7.178328990936279,6.782454586029052,7.1376502990722654,7.643655586242676,7.693921661376953,7.689999938011169,8.815999698638915,8.717999839782715,-0.22671156178675114
2022-06-30,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,,8.929999987284342,8.831999969482421,9.240000009536743,9.23799991607666,8.310000038146972,8.219999885559082,7.623999881744385,7.844000053405762,8.135999965667725,8.160000085830688,-0.13362699780591888
2022-09-30,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,,6.795000076293945,6.544999957084656,6.79399995803833,7.015999984741211,7.257999992370605,6.959999942779541,6.95600004196167,7.003999900817871,7.099999904632568,6.628000068664551,0.49053355123943604
2022-12-31,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,,5.809999942779541,6.25,6.344000053405762,6.548000049591065,6.745999908447265,7.665999984741211,8.38799991607666,8.245999908447265,8.237499952316284,8.420000076293945,0.04852069309665055
2023-03-31,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,,8.619999885559082,8.84600009918213,9.130000114440918,9.205999946594238,9.061999893188476,9.410000038146972,9.663999938964844,9.244999885559082,9.844000244140625,9.57599983215332,-0.1269487135591255
2023-06-30,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,,8.919999599456787,8.792500257492065,8.679999923706054,8.525999832153321,7.932000064849854,7.583999919891357,7.719999980926514,7.504000091552735,7.374000072479248,6.9700000286102295,0.2897077212357826
2023-09-30,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,,7.869999885559082,7.980000019073486,8.203999900817871,8.28799991607666,8.68799991607666,9.383999824523926,9.23799991607666,9.104000091552734,9.05,9.338000106811524,0.08484850353081072
2023-12-31,SXC,Coking Coal,,1151.0,4.0,1.0,2.0,5.0,86400,,9.692000007629394,9.8560001373291,9.667999839782714,9.446000099182129,9.254000091552735,8.63799991607666,8.859999847412109,8.997499942779541,9.196000289916991,9.414000129699707,0.043680232653985164
2022-03-31,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,0.26,109.42513427734374,107.74523162841797,104.2906551361084,99.8704345703125,98.39802551269531,104.61687927246093,106.20800018310547,105.44999885559082,106.01199951171876,105.14199981689453,-0.16563246322703543
2022-06-30,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,,101.65999857584636,100.29000091552734,97.97249984741211,99.68000030517578,95.75599975585938,95.41600036621094,92.44399871826172,92.59600067138672,93.19000091552735,93.99749946594238,-0.027718784005160414
2022-09-30,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,,84.95000076293945,83.02000045776367,81.25599975585938,87.42200164794922,94.35800018310547,96.99000091552735,95.51199951171876,99.08400115966796,95.86199951171875,89.8480010986328,0.26233922558049505
2022-12-31,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,,81.6500015258789,85.25200042724609,83.6519989013672,87.33999938964844,93.75599975585938,99.44400177001953,101.72200012207031,106.51800079345703,106.12249946594238,104.96999969482422,0.18211175423958104
2023-03-31,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,,102.82250022888184,106.82400054931641,109.0,107.97999877929688,117.02800140380859,117.59000091552734,116.55799865722656,114.41250038146973,117.56199951171875,116.9019989013672,0.14872583381229945
2023-06-30,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,,121.62000274658203,117.44999885559082,119.64999847412109,120.42000122070313,120.94199981689454,124.97000122070312,136.27200317382812,138.9000030517578,140.15,139.9150047302246,0.029829654232628636
2023-09-30,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,,141.47000122070312,138.3925018310547,138.0719970703125,143.36000061035156,143.41600036621094,149.36600036621093,163.38399963378907,160.99400024414064,156.8039978027344,155.46200256347657,0.06516915920574254
2023-12-31,SXI,Specialty Industrial Machinery,,3800.0,6.0,1.0,3.0,5.0,86400,,149.21199951171874,150.87600402832032,147.3719970703125,142.3499969482422,141.6720001220703,135.79800109863282,137.42999877929688,137.09500122070312,134.71400146484376,138.78600158691407,0.18948047192065748
2022-03-31,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,0.41,97.26908874511719,93.78204345703125,89.73621559143066,85.62769012451172,83.09399871826172,82.65,81.44399871826172,80.04750061035156,80.1239990234375,76.09199829101563,-0.051578253234836134
2022-06-30,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,,84.77666727701823,84.47000122070312,82.66000175476074,83.93000030517578,83.88600158691406,85.03600006103515,82.64400024414063,83.30599975585938,85.56199951171875,87.14500045776367,-0.13282022433602672
2022-09-30,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,,80.49499893188477,80.67999839782715,79.72000122070312,81.94199829101562,84.82200164794922,85.8259994506836,85.78999938964844,87.90800018310547,83.45,79.61399993896484,0.065618737987609
2022-12-31,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,,69.33999633789062,71.18000030517578,69.78399963378907,70.63600158691406,68.38199920654297,68.9740005493164,70.21199951171874,72.01000061035157,73.71750068664551,74.4240005493164,0.02394393198027675
2023-03-31,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,,72.96750068664551,76.42200012207032,75.71500015258789,73.39600067138672,76.68800048828125,75.41999816894531,77.93999786376953,74.73500061035156,75.5199981689453,72.35399932861328,-0.07275339436317672
2023-06-30,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,,75.48500061035156,75.15500068664551,76.21600036621093,75.05199890136718,73.41800079345703,75.5260009765625,74.6219985961914,73.9760009765625,72.90599975585937,73.77499961853027,-0.1778433600399693
2023-09-30,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,,71.12999725341797,69.16999816894531,68.77999877929688,68.18200073242187,65.11799926757813,63.066000366210936,59.95800018310547,58.23999938964844,59.215999603271484,61.349999237060544,0.16669613498404462
2023-12-31,SXT,Specialty Chemicals,,3956.0,4.0,3.0,3.0,2.0,86400,,56.449999237060545,54.581999969482425,56.3,56.0760009765625,56.71799926757812,57.60999984741211,60.46399993896485,58.1825008392334,58.491999816894534,60.76599960327148,0.06029771326731388
2022-03-31,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,10.696000099182129,11.110000228881836,10.524999856948853,10.26599998474121,11.216000175476074,11.589999961853028,12.247999954223634,13.115000009536743,17.12800006866455,17.047999763488768,0.040532004108228444
2022-06-30,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,16.449999809265137,17.581999588012696,18.860000133514404,19.326000213623047,18.20800018310547,19.63599967956543,17.83199996948242,19.132000350952147,21.289999771118165,22.705000400543213,0.07433746298347418
2022-09-30,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,15.515000343322754,14.089999914169312,13.678000259399415,15.365999984741212,17.672000122070312,17.436000061035156,18.858000183105467,19.199999618530274,20.82999954223633,20.545999908447264,0.13513513823122908
2022-12-31,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,16.649999618530273,20.652000427246094,20.75,20.202000045776366,21.076000213623047,21.25800018310547,20.64000015258789,20.4,20.302500247955322,19.36400032043457,-0.2033623017932283
2023-03-31,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,18.077499866485596,19.481999588012695,20.042500019073486,20.720000076293946,19.24200019836426,18.779999923706054,18.493999862670897,17.044999599456787,16.90999984741211,14.942000007629394,-0.06536389872338741
2023-06-30,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,14.764999866485596,15.25,14.929999923706054,14.329999923706055,13.127999877929687,13.069999885559081,11.797999954223632,11.81399974822998,12.888000106811523,12.855000019073486,0.18529204540039848
2023-09-30,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,13.869999885559082,13.727499961853027,14.200000190734864,15.039999961853027,15.621999931335449,15.993999862670899,16.723999786376954,16.947999954223633,16.773999786376955,17.107999801635742,-0.08370896413957297
2023-12-31,TALO,Oil & Gas E&P,,600.0,5.0,5.0,2.0,2.0,86400,,15.261999702453613,15.914000129699707,16.045999908447264,15.61800022125244,15.38799991607666,14.094000053405761,14.532000160217285,14.132500171661377,13.857999992370605,12.956000137329102,-0.047222178438562246
2022-03-31,TBBK,Banks—Regional,,757.0,4.0,5.0,3.0,1.0,86400,,26.413999938964842,29.236000061035156,29.762499809265137,27.955999755859374,30.48400001525879,30.027999877929688,29.503999710083008,28.877500534057617,28.318000030517577,25.972000122070312,-0.3081538851304837
2022-06-30,TBBK,Banks—Regional,,757.0,4.0,5.0,3.0,1.0,86400,,28.773333231608074,26.608000183105467,25.624999523162842,25.63400001525879,23.88000030517578,21.510000228881836,18.97599983215332,18.722000122070312,19.752000045776366,20.544999599456787,0.12858607428380137
2022-09-30,TBBK,Banks—Regional,,757.0,4.0,5.0,3.0,1.0,86400,,19.84000015258789,20.335000038146973,20.294000244140626,22.561999893188478,23.713999938964843,24.423999786376953,24.41400032043457,25.59800033569336,23.902000427246094,23.695999908447266,0.3070973676332129
2022-12-31,TBBK,Banks—Regional,,757.0,4.0,5.0,3.0,1.0,86400,,21.979999542236328,23.181999969482423,23.58200035095215,24.66799964904785,25.786000442504882,28.79199981689453,29.611999893188475,30.19199981689453,30.585000038146973,29.793999481201173,-0.059665871276922765
