end_of_quarter,ticker,industry,sector,fte,auditrisk,compensationrisk,boardrisk,shareholderrightsrisk,maxage,dividends,weekly_price_0,weekly_price_1,weekly_price_2,weekly_price_3,weekly_price_4,weekly_price_5,weekly_price_6,weekly_price_7,weekly_price_8,weekly_price_9,increase
2023-12-31,F,Auto Manufacturers,,177000.0,9.0,8.0,10.0,10.0,86400,,12.053999900817871,12.065999984741211,11.77800006866455,11.144000053405762,10.026000213623046,10.018000030517578,10.223999977111816,10.297499895095825,10.42800006866455,10.763999938964844,0.06250001960679129
2022-03-31,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,63.49640045166016,63.57919921875,60.463500022888184,55.454000091552736,60.825201416015624,63.502000427246095,62.74080047607422,61.16650104522705,67.95879974365235,56.860800170898436,-0.1635454069421597
2022-06-30,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,68.17866770426433,67.78399963378907,66.53949737548828,65.26959991455078,61.118798828125,56.6723991394043,52.64720077514649,55.57600021362305,58.06800003051758,59.15299987792969,-0.12283493351046257
2022-09-30,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,56.97500038146973,60.797499656677246,59.73399963378906,59.986000061035156,58.84800033569336,57.8620002746582,53.241999816894534,52.502000427246095,50.30199966430664,48.71399917602539,0.0016282925833140192
2022-12-31,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,49.130001068115234,52.48800048828125,49.07000045776367,51.83000030517578,55.88399963378906,51.96799926757812,51.77200012207031,54.54000015258789,52.714999198913574,53.1640007019043,0.356347834660078
2023-03-31,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,48.239999771118164,48.779999542236325,49.04249954223633,51.853999328613284,52.66599960327149,56.56800003051758,61.236000061035156,59.84000015258789,59.59599914550781,60.43600006103516,0.12985250334489146
2023-06-30,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,66.1349983215332,65.73749923706055,67.51200103759766,67.30599975585938,63.78600006103515,62.10199966430664,66.95200042724609,68.61399841308594,67.82799682617187,68.40999984741211,-0.22370679788270414
2023-09-30,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,75.58999633789062,74.57500076293945,78.01399993896484,79.01399993896484,77.25,72.52000045776367,59.258000183105466,58.315999603271486,58.572000122070314,60.32600021362305,-0.0017056504689839352
2023-12-31,FTNT,Software—Infrastructure,,13568.0,6.0,9.0,8.0,5.0,86400,,58.49000015258789,58.72799987792969,57.918000030517575,56.31199951171875,55.773999786376955,50.06999969482422,50.87199935913086,52.722500801086426,53.03600082397461,52.01600036621094,0.18674283737426287
2022-04-01,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,0.07,72.74850921630859,72.97625274658203,71.93692016601562,69.88971405029297,68.5691925048828,65.31683654785157,64.57167129516601,63.99468231201172,63.157999420166014,57.056000518798825,-0.10308427989269521
2022-07-01,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,,60.630001068115234,59.849999237060544,58.697500228881836,58.880000305175784,57.725999450683595,60.58600006103516,58.25,58.47200012207031,59.875999450683594,62.21500015258789,0.0625113973381658
2022-09-30,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,,54.625,55.48249912261963,54.61800003051758,57.05399932861328,60.59000015258789,64.947998046875,66.56800079345703,68.21600036621093,65.82400054931641,63.4,0.11063466290475132
2022-12-31,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,,58.29999923706055,61.26000061035156,59.37199935913086,60.78199996948242,63.21799926757812,63.42199935913086,65.96999969482422,66.74200134277343,67.73250007629395,66.98600006103516,0.04776722973666776
2023-03-31,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,,64.73999977111816,66.69000091552735,66.05999946594238,66.96000061035156,67.40400085449218,68.74400024414062,69.15999908447266,66.79999923706055,67.18000183105468,66.55599975585938,0.07877369650610207
2023-06-30,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,,67.75499725341797,65.59749984741211,66.252001953125,66.82799987792968,64.38800048828125,64.04000091552734,64.50600128173828,65.3759994506836,65.6379997253418,66.27249908447266,-0.008158258771482737
2023-09-29,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,,74.15499877929688,72.88249969482422,74.54199981689453,74.45399780273438,75.65599975585937,78.09599914550782,78.97000274658203,78.21600036621093,76.77200012207031,78.63199920654297,-0.007820952028229581
2023-12-31,FTV,Scientific & Technical Instruments,,18000.0,2.0,10.0,1.0,7.0,86400,,74.21199951171874,75.83800048828125,72.64400024414063,66.99799957275391,65.37200012207032,65.4239990234375,67.08600006103515,67.61750221252441,68.18600158691406,68.89199981689453,0.19274942510340115
2022-03-31,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,38.13400039672852,39.672000122070315,38.859999656677246,38.927999877929686,40.636000061035155,42.53600006103515,42.82399978637695,41.357500076293945,42.405999755859376,40.68600006103516,-0.17262360561697482
2022-06-30,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,39.65000025431315,38.87199935913086,38.947500228881836,38.97400054931641,36.645999908447266,36.19800033569336,33.21799926757812,33.742000579833984,33.99599990844727,34.72999954223633,-0.05130595853106161
2022-09-30,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,32.614999771118164,33.267499923706055,33.03000030517578,34.466000366210935,34.407999420166014,33.41399993896484,35.00400085449219,36.15,34.64199981689453,34.09600067138672,-0.0039113702099003575
2022-12-31,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,30.68000030517578,31.51400032043457,31.10999984741211,29.108000183105467,29.088000106811524,29.84800033569336,29.376000213623048,30.641999816894533,30.945000171661377,31.963999557495118,0.11232235413824075
2023-03-31,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,31.037500381469727,31.954000091552736,31.52999973297119,33.327999114990234,34.29799957275391,35.02200088500977,36.465998840332034,36.22749900817871,35.10599975585937,34.07999954223633,0.010572705386722366
2023-06-30,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,33.85999870300293,33.8100004196167,33.83999938964844,33.83000030517578,32.73399963378906,32.43800010681152,31.28599967956543,31.070000076293944,31.231999969482423,31.46500015258789,-0.08235291873707491
2023-09-30,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,34.0,34.16250038146973,33.59399948120117,33.689999389648435,33.13200073242187,33.2120002746582,34.35000076293945,33.56800003051758,32.80200042724609,32.624000549316406,-0.0382496042328919
2023-12-31,FOXA,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,30.388000106811525,31.028000259399413,31.312000274658203,30.088000106811524,30.641999816894533,30.51599998474121,30.118000030517578,30.44499969482422,29.88000030517578,29.641999816894533,0.008928586633838068
2022-03-31,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,35.27200012207031,36.518000793457034,35.81750011444092,35.66599960327149,37.22800064086914,38.789999389648436,38.794000244140626,37.77499961853027,38.76399917602539,37.29000015258789,-0.16923923914661812
2022-06-30,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,36.426666259765625,35.73399963378906,35.72499942779541,35.97200088500976,34.02599945068359,33.52800064086914,30.62599983215332,31.14000015258789,31.37799987792969,32.09250020980835,-0.044781141061978294
2022-09-30,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,30.145000457763672,30.66249942779541,30.464000701904297,31.90799903869629,31.91799964904785,31.102000427246093,32.45199966430664,33.376000213623044,31.980000305175782,31.552000045776367,0.002807014866879112
2022-12-31,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,28.5,29.278000259399413,28.858000183105467,27.40200004577637,27.35299949645996,27.966000366210938,27.636000442504884,28.92400016784668,29.165000438690186,30.120000457763673,0.08997880110553534
2023-03-31,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,29.115000247955322,30.005999755859374,29.62999963760376,31.197999954223633,32.02599945068359,32.64599952697754,33.75600128173828,33.417500495910645,32.327999877929685,31.403999710083006,0.02555097917773474
2023-06-30,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,31.09999942779541,31.072500228881836,31.118000030517578,31.0379997253418,30.00999984741211,29.7879997253418,28.75,28.67600021362305,28.95199966430664,29.385000228881836,-0.09438696414208425
2023-09-30,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,31.889999389648438,32.00500011444092,31.536000442504882,31.610000228881837,31.088000106811524,31.1939998626709,32.25199966430664,31.46800003051758,30.53199996948242,30.222000122070312,-0.03220161309489317
2023-12-31,FOX,Entertainment,,10400.0,2.0,5.0,9.0,10.0,86400,,28.15199966430664,28.663999938964842,28.88400001525879,27.706000137329102,28.161999893188476,28.268000411987305,28.1439998626709,28.43000030517578,27.945999908447266,27.65200004577637,-0.012437756990493893
2022-03-31,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,34.15,35.23999938964844,33.15499973297119,31.50799980163574,31.66999969482422,31.07599983215332,30.665999984741212,29.427499771118164,28.93400001525879,27.570000076293944,-0.16654726381890134
2022-06-30,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,28.079999923706055,27.022000122070313,25.925000190734863,26.4,25.71800003051758,25.545999908447264,24.572000122070314,25.381999969482422,26.633999633789063,26.739999771118164,-0.04761899306882092
2022-09-30,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,23.44499969482422,23.917500495910645,24.13400001525879,25.24200019836426,25.908000183105468,27.633999633789063,28.29000015258789,28.44199981689453,26.988000106811523,26.03199996948242,0.24674718183041297
2022-12-31,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,21.520000457763672,22.796000289916993,21.625999450683594,22.254000091552733,23.35,22.87200012207031,24.476000213623045,26.41999969482422,26.480000019073486,26.731999969482423,-0.031710935978565113
2023-03-31,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,27.664999961853027,29.405999755859376,29.767500400543213,30.296000289916993,32.31199989318848,31.497999572753905,31.547999954223634,29.68000030517578,29.337999725341795,28.299999618530272,-0.0051967815227056255
2023-06-30,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,26.600000381469727,26.702500343322754,26.772000122070313,26.907999801635743,26.579999923706055,25.42599983215332,24.89800033569336,24.429999923706056,24.386000442504884,24.539999961853027,-0.07974538501593718
2023-09-30,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,26.709999084472656,26.397500038146973,28.195999908447266,29.461999893188477,29.14600028991699,28.620000076293945,28.1,26.756000137329103,25.713999938964843,26.53800048828125,0.23048335572360604
2023-12-31,BEN,Asset Management,,9100.0,8.0,9.0,7.0,3.0,86400,,23.83599967956543,23.44199981689453,22.871999740600586,22.452000045776366,23.126000213623048,23.37799987792969,23.963999938964843,23.894999980926514,24.539999389648436,25.5379997253418,-0.049163553740083285
2022-03-31,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,0.075,41.47499008178711,43.59089126586914,43.13750076293945,38.23199996948242,38.45,41.960000610351564,43.31999969482422,43.72000026702881,48.444000244140625,47.09000015258789,-0.3910333756856236
2022-06-30,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,,50.493333180745445,49.10000076293945,48.58500003814697,47.63400039672852,41.18199996948242,39.83000030517578,35.376000213623044,36.232000732421874,38.36000061035156,40.442501068115234,-0.03725222638624513
2022-09-30,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,,29.230000495910645,27.964999675750732,26.111999893188475,28.231999969482423,29.378000259399414,29.4060001373291,31.072000122070314,30.763999938964844,31.677999877929686,29.45,0.4017563659069352
2022-12-31,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,,27.329999923706055,29.88000030517578,28.8560001373291,29.363999938964845,32.20000038146973,32.47000007629394,35.74599990844727,37.2120002746582,37.29500102996826,38.657999420166014,0.060126653588853676
2023-03-31,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,,39.75999927520752,44.60199966430664,44.40499973297119,45.29000015258789,44.055999755859375,42.991999816894534,42.380000305175784,41.232500076293945,42.126000213623044,40.09199981689453,-0.03813251965557508
2023-06-30,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,,40.55500030517578,40.517499923706055,41.69800033569336,41.597999572753906,37.987999725341794,36.45000076293945,35.79800109863281,35.72200012207031,34.38199996948242,35.30749988555908,-0.0677499771118164
2023-09-30,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,,40.0,39.12249946594238,40.514000701904294,40.80799942016601,43.22399978637695,43.305999755859375,42.241999816894534,39.70599899291992,38.72200012207031,40.1479995727539,0.16184498919099682
2023-12-31,FCX,Copper,,27200.0,5.0,3.0,4.0,4.0,86400,,36.17599945068359,36.55800094604492,35.40999984741211,33.82999877929687,34.337999725341795,33.992000579833984,35.22799987792969,36.84500026702881,37.508000183105466,36.99000015258789,0.09859827775799485
2022-03-26,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,132.78000183105468,131.6720001220703,127.18499946594238,121.08200073242188,125.3740005493164,125.51799926757812,117.61399841308594,110.96500205993652,111.39400177001953,110.05400085449219,-0.15765125818256878
2022-06-25,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,116.56999969482422,119.05400085449219,115.93199920654297,111.98499870300293,112.43600006103516,110.53799896240234,110.51599884033203,100.54399871826172,101.68999938964843,101.53600006103515,-0.17353973657525587
2022-09-24,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,100.12999725341797,98.81999969482422,101.88999938964844,100.08199920654297,104.41399841308593,99.16000061035156,97.59599914550782,98.14600067138672,98.80199737548828,93.7240005493164,0.10846593108913798
2022-12-31,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,80.30999755859375,82.23800048828124,79.28400115966797,81.90599822998047,85.38000030517578,86.13799896240235,88.81200103759765,91.19599914550781,90.66500091552734,92.22999877929688,0.05610772701851789
2023-04-01,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,95.63999938964844,98.68800048828125,96.64999771118164,98.45800170898437,100.3740005493164,97.26999969482422,97.48000030517578,97.7400016784668,98.13799896240235,97.3259994506836,0.0354447939987753
2023-07-01,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,99.26250076293945,98.68799896240235,98.60800170898438,96.81799926757813,100.18600006103516,103.73599853515626,103.54199981689453,103.81000061035157,104.74750137329102,105.5759994506836,0.0139758741999247
2023-09-30,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,104.29000091552734,105.36000061035156,106.83000030517579,106.82400054931641,105.57000122070312,106.48399963378907,104.56400146484376,102.53200073242188,102.68399963378906,105.61799926757813,0.24181229478635446
2023-12-30,GRMN,Scientific & Technical Instruments,,19900.0,8.0,7.0,10.0,7.0,86400,,104.36799926757813,107.65799865722656,105.46999969482422,101.3259994506836,109.47999877929688,115.81000061035157,118.57799987792968,120.19750022888184,121.9479995727539,124.48399963378907,0.17051202787092146
2022-03-31,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,310.8400024414062,294.06000366210935,277.9774932861328,281.6460021972656,294.9200012207031,296.0559997558594,291.70599975585935,280.8250045776367,277.55400390625,274.41400146484375,-0.19269815676736496
2022-06-30,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,299.489990234375,297.3760009765625,292.93250274658203,302.6980041503906,292.71600341796875,272.71799926757814,246.64400329589844,249.3939971923828,254.25599975585936,264.64749908447266,0.15233846635131962
2022-09-30,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,243.05500030517578,242.6575050354004,239.3760009765625,250.0760009765625,258.7080017089844,287.152001953125,299.4859985351562,313.45399780273436,301.33600463867185,289.16600341796874,0.2296071351286009
2022-12-31,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,276.69000244140625,294.752001953125,287.0519958496094,286.44598999023435,296.0419982910156,316.84600219726565,329.3580017089844,335.8160034179688,341.7174987792969,348.74799194335935,-0.052712609387286516
2023-03-31,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,331.2574920654297,334.15,330.48500061035156,331.00400390625,341.8260070800781,347.7900024414063,346.0659973144531,335.1175003051758,328.7620056152344,332.1980041503906,0.05147809834179108
2023-06-30,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,322.73500061035156,316.4249954223633,317.39599609375,310.28400268554685,299.352001953125,303.9320007324219,305.9219970703125,324.339990234375,333.54600219726564,342.6549987792969,-0.019125952024565296
2023-09-30,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,350.30999755859375,347.88748931884766,357.7239990234375,365.21800537109374,356.55999755859375,343.16599731445314,339.01600341796876,331.80999755859375,337.2239990234375,348.96600341796875,0.3037860848311055
2023-12-31,IT,Information Technology Services,,20237.0,3.0,4.0,3.0,2.0,86400,,348.14800415039065,357.36400146484374,351.656005859375,333.33599853515625,343.58600463867185,400.9160095214844,418.4239990234375,426.88999938964844,433.22999877929686,442.8819946289062,0.10488275666452258
2022-12-31,GEHC,Health Information Services,,51000.0,10.0,4.0,7.0,5.0,86400,,58.3700008392334,57.15399932861328,57.83250045776367,0.46678570338657926,,,,,,,
2023-03-31,GEHC,Health Information Services,,51000.0,10.0,4.0,7.0,5.0,86400,,58.61000061035156,62.83600006103516,64.02999973297119,69.42599945068359,70.44600067138671,70.26199951171876,71.68800048828125,73.83000183105469,75.7500015258789,76.18199920654297,-0.04083869954861663
2023-06-30,GEHC,Health Information Services,,51000.0,10.0,4.0,7.0,5.0,86400,,82.08499908447266,81.17000007629395,81.6479995727539,84.72200164794921,82.23199920654297,79.23999938964843,76.31999969482422,78.40800018310547,78.21800079345704,79.31750106811523,-0.16248150289685037
2023-09-30,GEHC,Health Information Services,,51000.0,10.0,4.0,7.0,5.0,86400,,81.23999786376953,80.0200023651123,81.36600189208984,81.97799987792969,78.6,76.83999938964844,73.46599884033203,69.95200042724609,68.78199920654296,69.97599945068359,0.13974062306425472
2023-12-31,GEHC,Health Information Services,,51000.0,10.0,4.0,7.0,5.0,86400,,67.75199890136719,67.4800018310547,65.68200073242187,64.03600006103515,67.76799926757812,69.9219970703125,71.73199920654297,73.5049991607666,68.96999969482422,68.25200042724609,0.19418611586109807
2022-04-01,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,26.55,26.75999984741211,26.365000247955322,25.583999633789062,26.20999984741211,29.870000076293945,28.72599983215332,27.357500553131104,29.280000305175783,27.8,-0.18485528399634701
2022-07-01,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,26.940000534057617,26.94600028991699,26.637500286102295,26.431999969482423,25.526000595092775,24.85400047302246,24.210000228881835,24.01599998474121,24.763999938964844,24.510000228881836,-0.09605032455316635
2022-09-30,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,22.119999885559082,22.674999713897705,23.154000091552735,24.728000259399415,24.572000122070314,25.420000076293945,24.236000061035156,23.87200012207031,23.131999969482422,22.695999908447266,0.05511423257153031
2022-12-30,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,20.139999389648438,20.844000244140624,20.9060001373291,21.51599998474121,22.163999938964842,22.320000076293944,22.354000091552734,22.524000549316405,23.075000286102295,23.23400001525879,-0.22351847164325336
2023-03-31,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,21.52250051498413,21.881999969482422,22.322500228881836,22.723999786376954,22.786000061035157,21.469999694824217,21.3140007019043,20.519999980926514,19.45,18.132000350952147,0.07400935134362487
2023-06-30,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,16.97000026702881,17.174999713897705,17.5939998626709,17.795999908447264,17.506000137329103,16.988000106811523,16.933999633789064,16.046000480651855,16.961999893188477,17.574999809265137,-0.04690021389039295
2023-09-29,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,18.489999771118164,18.1225004196167,18.834000015258788,19.15200004577637,19.52599983215332,19.246000289916992,20.77200050354004,20.570000076293944,20.476000595092774,20.386000061035155,0.2997737073290086
2023-12-29,GEN,Software—Infrastructure,,3700.0,1.0,4.0,2.0,1.0,86400,,17.68000030517578,17.27400016784668,17.431999969482423,17.470000076293946,16.723999786376954,16.947999572753908,18.796000289916993,19.871999740600586,21.080000400543213,21.770000076293947,-0.029798436208130687
2022-03-31,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,325.20399780273436,316.5280029296875,285.3824920654297,270.2780029296875,281.6179992675781,284.5820007324219,292.2300048828125,292.8424987792969,318.097998046875,302.90400390625,-0.27803944842913425
2022-06-30,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,303.10666910807294,303.17799682617186,265.3949966430664,251.03600463867187,231.66200256347656,244.96999816894532,219.18200073242187,220.01799926757812,234.9860046386719,257.1925048828125,-0.1729508873219811
2022-09-30,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,214.0449981689453,223.67999649047852,216.87000122070313,238.65799865722656,248.20399780273436,254.46999816894532,260.5540008544922,264.1860046386719,242.7260009765625,226.06199951171874,-0.43505108490812905
2022-12-31,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,178.13999938964844,172.86199645996095,147.90999755859374,124.27600402832032,118.1239990234375,107.79199981689453,104.44800109863282,104.56600036621094,105.31499862670898,102.40599822998047,0.14594209671317623
2023-03-31,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,99.6624984741211,110.63800048828125,110.55500030517578,114.46399993896485,122.73600158691406,119.33199920654297,127.8719985961914,118.48749732971191,121.28999938964844,119.90800018310547,0.3646883712729886
2023-06-30,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,109.9900016784668,102.42500114440918,101.80399932861329,103.51399993896484,100.33199920654297,108.65399932861328,111.70599822998047,115.4019989013672,116.76000061035157,112.62749862670898,-0.2693623314094688
2023-09-30,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,149.1300048828125,139.60250091552734,145.43399963378906,145.28399963378905,148.98800354003907,129.54999847412108,108.38399963378906,111.50199890136719,114.69400024414062,119.46399993896485,0.21809620501254823
2023-12-31,GNRC,Specialty Industrial Machinery,,8315.0,3.0,6.0,9.0,10.0,86400,,102.9219985961914,104.33800048828125,95.61399993896484,85.12200164794922,93.34399871826172,103.28600006103515,110.30800170898438,112.93499946594238,116.31600036621094,122.16200103759766,-0.05841251692683898
2022-04-03,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,1.19,209.54673767089844,211.00587463378906,209.2599983215332,207.91600341796874,212.70199890136718,213.46000061035156,213.71400146484376,219.9000015258789,237.38800048828125,237.48199768066405,-0.06424777574586638
2022-07-03,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,,240.95799560546874,243.70500564575195,243.797998046875,238.7639953613281,237.6780029296875,227.08200073242188,223.33599853515625,220.8679992675781,227.6750030517578,229.6720001220703,-0.011000795337623026
2022-10-02,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,,218.94499969482422,214.5980010986328,214.9679962158203,221.35000305175782,228.36199645996095,230.72799987792968,242.15599975585937,234.71600036621095,228.79999694824218,227.89750289916992,0.1250623587889117
2022-12-31,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,,212.1699981689453,224.18799743652343,225.35400390625,237.1459991455078,246.7959991455078,248.8760009765625,250.05,245.71400146484376,252.04000091552734,252.42200317382813,-0.08893805336893308
2023-04-02,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,,246.67250061035156,245.88599853515626,235.61999893188477,230.0760009765625,230.90599975585937,231.06200256347657,232.79600219726564,232.62249755859375,229.5019989013672,226.68999938964845,-0.074066133020575
2023-07-02,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,,229.59250259399414,228.60400390625,228.15200500488282,219.22000122070312,212.38399963378907,210.29000244140624,210.13999938964844,207.12000122070313,205.95999908447266,212.00999755859374,0.024052286916150484
2023-10-01,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,,214.8499984741211,216.35,214.9980010986328,220.1760009765625,224.96199951171874,226.09000244140626,223.96399841308593,224.1779998779297,226.35,219.48500061035156,0.16480519427184506
2023-12-31,GD,Aerospace & Defense,,111600.0,4.0,3.0,5.0,3.0,86400,,219.93800048828126,238.6739959716797,239.3679992675781,237.48200073242188,242.04199829101563,242.46600036621095,246.04399719238282,246.8375015258789,246.61400146484374,251.76600036621093,0.08793499496389166
2022-03-31,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,77.49102325439453,79.48009490966797,77.6854019165039,71.71584777832031,76.1592514038086,77.13973388671874,76.51522369384766,73.32357597351074,72.37938995361328,70.00624542236328,-0.3039344237080559
2022-06-30,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,72.48764292399089,70.44964904785157,70.50156211853027,70.95862731933593,62.60109252929688,60.96174774169922,57.30679168701172,58.894613647460936,59.37236557006836,60.65183353424072,-0.014763646349416326
2022-09-30,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,49.65261650085449,48.76073360443115,48.538641357421874,52.245121002197266,55.97189712524414,58.22482452392578,60.27790832519531,62.09679946899414,59.489461517333986,57.78766555786133,0.3527701280342119
2022-12-31,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,48.329429626464844,51.422325897216794,51.40202941894531,55.05854873657226,58.72755661010742,61.338017272949216,65.93286437988282,66.93832855224609,68.14988136291504,67.01639556884766,0.417722436127965
2023-03-31,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,69.94219970703125,76.93799896240235,78.57499885559082,81.1259994506836,81.90600128173828,81.7,83.61600036621094,82.9850025177002,84.95799865722657,88.5979995727539,0.1269874433411705
2023-06-30,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,94.82500076293945,94.95499992370605,94.42200164794922,98.70800018310547,98.36600036621094,100.80399932861329,99.9540008544922,102.9740005493164,102.29799957275391,103.60000038146973,0.006372367659173237
2023-09-30,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,109.8499984741211,108.14249992370605,110.9019989013672,110.73199920654297,114.38800048828125,112.96999969482422,113.7240005493164,113.14400024414063,112.03200073242188,114.45999908447266,0.17317764665264965
2023-12-31,GE,Specialty Industrial Machinery,,125000.0,10.0,9.0,8.0,2.0,86400,,109.11800079345703,111.14200134277344,107.95199890136719,109.33200073242188,108.47799835205078,113.15799865722656,117.58800048828125,119.88249969482422,120.39600067138672,120.32799987792968,0.40246132329988676
2022-02-27,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,0.51,67.7962646484375,68.88600006103516,68.98000144958496,68.48399963378907,68.53399963378907,67.97599945068359,67.46600036621093,66.99999809265137,62.2946533203125,63.91053085327148,0.030105276139840927
